2:	0.440700	0.069447
3:	0.440500	0.075212
4:	0.434400	0.062620
5:	0.433000	0.059727
6:	0.440700	0.072509
7:	0.440700	0.072509
8:	0.440800	0.073068
9:	0.441000	0.073497
10:	0.440900	0.072941
11:	0.440900	0.073828
12:	0.432800	0.056917
13:	0.398900	0.059654
14:	0.403900	0.084761
15:	0.413800	0.093250
16:	0.454000	0.156043
17:	0.453400	0.156330
18:	0.453200	0.156212
19:	0.453100	0.157569
20:	0.453400	0.157852
21:	0.419800	0.103300
22:	0.453200	0.156896
23:	0.453300	0.157780
24:	0.453300	0.157780
25:	0.453100	0.157449
26:	0.483100	0.154543
27:	0.452900	0.158053
28:	0.452900	0.157545
29:	0.447600	0.143342
30:	0.499700	0.157598
31:	0.447100	0.143469
32:	0.461100	0.157712
33:	0.499900	0.160347
34:	0.452800	0.159037
35:	0.447200	0.145170
36:	0.447300	0.145448
37:	0.447400	0.145624
38:	0.470000	0.164499
39:	0.499800	0.196565
40:	0.477400	0.137748
41:	0.469000	0.194325
42:	0.447000	0.144831
43:	0.499100	0.157538
44:	0.491200	0.151206
45:	0.447000	0.144436
46:	0.447100	0.142883
47:	0.477100	0.138448
48:	0.477100	0.138448
49:	0.477100	0.138448
50:	0.477200	0.138662
51:	0.446700	0.143970
52:	0.477400	0.140455
53:	0.499200	0.152550
54:	0.477300	0.139557
55:	0.477600	0.140147
56:	0.478100	0.141684
57:	0.477600	0.140882
58:	0.477600	0.140882
59:	0.477300	0.139557
60:	0.446600	0.144842
61:	0.477200	0.140078
62:	0.477000	0.139651
63:	0.498800	0.193993
64:	0.477100	0.139815
65:	0.476900	0.139387
66:	0.477300	0.140206
67:	0.476900	0.139437
68:	0.490400	0.150030
69:	0.477300	0.139507
70:	0.477100	0.139130
71:	0.476800	0.139224
72:	0.477200	0.139343
73:	0.477200	0.139293
74:	0.477100	0.139815
75:	0.477000	0.138865
76:	0.477200	0.139293
77:	0.431400	0.006855
78:	0.477300	0.140242
79:	0.476700	0.139768
80:	0.477200	0.140028
81:	0.476800	0.139173
82:	0.477400	0.139771
83:	0.477400	0.139720
84:	0.476900	0.138615
85:	0.476800	0.138437
86:	0.490800	0.151440
87:	0.431300	0.006902
88:	0.431300	0.006902
89:	0.476800	0.139224
90:	0.476700	0.138223
91:	0.476900	0.139387
92:	0.476900	0.139387
93:	0.477000	0.139651
94:	0.431300	0.006902
95:	0.477100	0.138397
96:	0.477400	0.139720
97:	0.477400	0.139720
98:	0.431300	0.006902
99:	0.431300	0.006902
100:	0.476900	0.140195
101:	0.431300	0.006902
102:	0.431200	0.005957
103:	0.477300	0.139507
104:	0.478000	0.140320
105:	0.476600	0.138745
106:	0.431300	0.006902
107:	0.431200	0.005957
108:	0.431300	0.006902
109:	0.431300	0.006902
110:	0.431300	0.006902
111:	0.431300	0.006902
112:	0.431200	0.005957
113:	0.431300	0.006902
114:	0.431300	0.006902
115:	0.431300	0.006902
116:	0.431400	0.006810
117:	0.431300	0.006902
118:	0.431200	0.005957
119:	0.431200	0.005957
120:	0.431300	0.006902
