2:	0.548300	0.169727
3:	0.492200	0.125523
4:	0.383700	0.109190
5:	0.405400	0.156023
6:	0.350900	0.134974
7:	0.352900	0.156522
8:	0.367000	0.144403
9:	0.362600	0.117678
10:	0.363800	0.118311
11:	0.367100	0.142604
12:	0.367300	0.142442
13:	0.360100	0.121664
14:	0.367500	0.142289
15:	0.367600	0.142208
16:	0.367500	0.142289
17:	0.367600	0.142208
18:	0.360500	0.121683
19:	0.360500	0.121683
20:	0.360700	0.121500
21:	0.360500	0.121306
22:	0.360500	0.121306
23:	0.360600	0.121591
24:	0.360600	0.121591
25:	0.397300	0.089380
26:	0.397400	0.089282
27:	0.397400	0.089282
28:	0.397400	0.089282
29:	0.397400	0.089282
30:	0.397400	0.089282
31:	0.397400	0.089282
32:	0.397400	0.089282
33:	0.397400	0.089282
34:	0.397400	0.089282
35:	0.397600	0.089106
36:	0.397600	0.089106
37:	0.397600	0.089106
38:	0.397600	0.089106
39:	0.397600	0.089106
40:	0.397600	0.089106
41:	0.397600	0.089106
42:	0.397700	0.089007
43:	0.397700	0.089007
44:	0.397700	0.089007
45:	0.397700	0.089007
46:	0.397700	0.089007
47:	0.397700	0.089007
48:	0.397600	0.089085
49:	0.397600	0.089085
50:	0.345700	0.112897
51:	0.345700	0.112897
52:	0.345800	0.112800
53:	0.345700	0.112897
54:	0.345900	0.112703
55:	0.345900	0.112703
56:	0.345900	0.112703
57:	0.345900	0.112703
58:	0.345800	0.112800
59:	0.345800	0.112800
60:	0.345800	0.112800
61:	0.345800	0.112800
62:	0.345800	0.112800
63:	0.345800	0.112800
64:	0.345800	0.112800
65:	0.345800	0.112800
66:	0.345800	0.112800
67:	0.345800	0.112800
68:	0.345800	0.112800
69:	0.345900	0.112703
70:	0.345900	0.112703
71:	0.345900	0.112703
72:	0.345900	0.112703
73:	0.345800	0.112800
74:	0.345800	0.112800
75:	0.345800	0.112800
76:	0.345800	0.112800
77:	0.345900	0.112703
78:	0.345900	0.112703
79:	0.345900	0.112703
80:	0.345900	0.112703
81:	0.345900	0.112703
82:	0.345900	0.112703
83:	0.345900	0.112703
84:	0.345900	0.112703
85:	0.345900	0.112703
86:	0.345900	0.112703
87:	0.345900	0.112703
88:	0.345900	0.112703
89:	0.345900	0.112703
90:	0.345900	0.112703
91:	0.345900	0.112703
92:	0.345900	0.112703
93:	0.345900	0.112703
94:	0.345900	0.112703
95:	0.345900	0.112703
96:	0.345900	0.112703
97:	0.345900	0.112703
98:	0.345900	0.112703
99:	0.355900	0.106751
100:	0.355900	0.106751
101:	0.355900	0.106751
102:	0.355900	0.106751
103:	0.355900	0.106751
104:	0.355900	0.106751
105:	0.355900	0.106751
106:	0.355900	0.106751
107:	0.355900	0.106751
108:	0.355900	0.106751
109:	0.355900	0.106751
110:	0.355900	0.106751
111:	0.355900	0.106751
112:	0.355900	0.106751
113:	0.355900	0.106751
114:	0.355900	0.106751
115:	0.355900	0.106751
116:	0.355900	0.106751
117:	0.355900	0.106751
118:	0.355900	0.106751
119:	0.355900	0.106751
120:	0.355900	0.106751
121:	0.355900	0.106751
122:	0.355900	0.106751
123:	0.355900	0.106751
124:	0.355900	0.106751
125:	0.355900	0.106751
126:	0.355900	0.106751
127:	0.355900	0.106751
128:	0.355900	0.106751
129:	0.355900	0.106751
130:	0.355900	0.106751
131:	0.356000	0.106650
132:	0.356000	0.106650
133:	0.355900	0.106751
134:	0.355900	0.106751
135:	0.355900	0.106751
136:	0.355900	0.106751
137:	0.355900	0.106751
138:	0.355900	0.106751
139:	0.355900	0.106751
140:	0.355900	0.106751
141:	0.355900	0.106751
142:	0.355900	0.106751
143:	0.355600	0.106788
144:	0.355600	0.106788
145:	0.355700	0.106769
146:	0.355800	0.106852
147:	0.355600	0.106870
148:	0.355800	0.106852
149:	0.355800	0.106852
150:	0.355800	0.106852
151:	0.355800	0.106852
152:	0.355800	0.106852
153:	0.355700	0.106953
154:	0.355700	0.106953
155:	0.355700	0.106953
156:	0.355700	0.106953
157:	0.355700	0.106953
158:	0.355600	0.107054
159:	0.355700	0.106953
160:	0.355700	0.106953
161:	0.355700	0.106953
162:	0.355700	0.106953
163:	0.355600	0.107054
164:	0.355600	0.107054
165:	0.355600	0.107054
166:	0.355600	0.107054
167:	0.355600	0.107054
168:	0.355600	0.107054
169:	0.355500	0.107155
170:	0.355500	0.107155
171:	0.355500	0.107155
172:	0.355500	0.107155
173:	0.355500	0.107155
174:	0.355500	0.107155
175:	0.355500	0.107155
176:	0.355500	0.107155
177:	0.355500	0.107155
178:	0.355500	0.107155
179:	0.355500	0.107155
180:	0.355500	0.107155
181:	0.355400	0.107256
182:	0.355400	0.107256
183:	0.355400	0.107256
184:	0.355400	0.107256
185:	0.355400	0.107256
186:	0.355400	0.107256
187:	0.354900	0.107343
188:	0.355300	0.107357
189:	0.355200	0.107450
190:	0.355200	0.107450
191:	0.355200	0.107450
192:	0.355200	0.107450
193:	0.355200	0.107450
194:	0.355200	0.107450
195:	0.355100	0.107542
196:	0.355000	0.107635
197:	0.355000	0.107635
198:	0.355000	0.107635
199:	0.355000	0.107635
200:	0.355000	0.107635
